message_id,thread_id,text,proposed_intent,llm_intent,llm_confidence,true_intent,escalate_yn,escalate_reason,labelled_by,human_verified
GS_0109,1119572,"@AmazonHelp @AmazonHelp horrible PRIME experience, feeling cheated 2/2",PRIME_SUBSCRIPTION,PRIME_SUBSCRIPTION,0.9,PRIME_SUBSCRIPTION,False,,human_review_v1,True
GS_0110,2928913,"@AmazonHelp I’ve been randomly charged $4.99 for 7 months this year (jan,feb,mar,apr,may,oct,nov) why??? no history on my acct either",PRIME_SUBSCRIPTION,PRIME_SUBSCRIPTION,0.95,PRIME_SUBSCRIPTION,True,[human_review_v1:rule:fraud] Unexplained recurring charges not appearing in account history require investigation by a human agent.,human_review_v1,True
GS_0111,723263,"@115850 I'm a prime user bt still being charged 4 transportation of d product (order ""406-9983915-0345141"")..Please refund the same...",PRIME_SUBSCRIPTION,PRIME_SUBSCRIPTION,0.95,PRIME_SUBSCRIPTION,True,[human_review_v1:rule:public_pii] ,human_review_v1,True
GS_0112,423504,@115830 Hi. Have you stopped next day delivery for Prime customers??? I can’t remember the last time I got it! Getting annoyed with you!,PRIME_SUBSCRIPTION,GENERAL_COMPLAINT,0.9,GENERAL_COMPLAINT,False,,human_review_v1,True
GS_0113,2385839,Such a ridiculous service by #AmazonIndia.Rescheduled my delivery without informing me.Cancelling my order now.,PRIME_SUBSCRIPTION,ORDER_STATUS,0.95,ORDER_STATUS,False,,human_review_v1,True
GS_0114,1769425,@115821 Why do some Prime and In Stock items not get delivered in 2 days? Trying now - taking 4 days. P.S. Also check on your Customer Servc,PRIME_SUBSCRIPTION,ORDER_STATUS,0.95,ORDER_STATUS,False,,human_review_v1,True
GS_0115,989725,"@AmazonHelp Wait, what? So you take my £79 a year membership fee in return for free delivery and then start charging. 😱 Poor show Amazon! How do I get my Prime membership fee refunded? I only used Prime for Prime Now.",PRIME_SUBSCRIPTION,PRIME_SUBSCRIPTION,1.0,PRIME_SUBSCRIPTION,False,,human_review_v1,True
GS_0116,2310822,@AmazonHelp my order was supposed to be here with Amazon Prime by 9 p.m. on Nov 11th. Tracking had it on track and claimed it would be delivered on time. At what point do I get concerned that I still do not have my package?,PRIME_SUBSCRIPTION,ORDER_STATUS,1.0,ORDER_STATUS,False,,human_review_v1,True
GS_0117,1622634,@AmazonHelp you say next day delivery now I find it’s Monday !!amazon prime ??,PRIME_SUBSCRIPTION,ORDER_STATUS,0.95,ORDER_STATUS,False,,human_review_v1,True
GS_0118,562945,"@AmazonHelp my prime order was supposed to arrive yesterday, still not here.",PRIME_SUBSCRIPTION,ORDER_STATUS,1.0,ORDER_STATUS,False,,human_review_v1,True
GS_0119,1332643,I signed up for a free trial of Amazon prime and my bank account has been pure chaos ever since.,PRIME_SUBSCRIPTION,PRIME_SUBSCRIPTION,0.95,PRIME_SUBSCRIPTION,False,,human_review_v1,True
GS_0120,17918,@AmazonHelp Please elaborate. If the charges are of prime subscription on https://t.co/PDFhxlk2Fc then why was i charged 499 in the first place??,PRIME_SUBSCRIPTION,PRIME_SUBSCRIPTION,1.0,PRIME_SUBSCRIPTION,False,,human_review_v1,True
GS_0121,1020060,@119625 fire stick network issues frequent even with good connectivity and net speed. Please fix it,DEVICE_TECH_SUPPORT,DEVICE_TECH_SUPPORT,1.0,DEVICE_TECH_SUPPORT,False,,human_review_v1,True
GS_0122,69655,@115830 Hello I ordered 2 Kiki Archer books to be sent to my kindle paid for them but they've not appeared on my list yet.Can u please tell me what the hold up is and when I will receive them and thank u Jose.M.Taylor,DEVICE_TECH_SUPPORT,ORDER_STATUS,0.95,ORDER_STATUS,False,,human_review_v1,True
GS_0123,80800,@115850 Reported to the team. Still no update. Kindly address,DEVICE_TECH_SUPPORT,ORDER_STATUS,0.9,ORDER_STATUS,True,[human_review_v1:rule:repeat_contact] ,human_review_v1,True
GS_0124,381739,Vi leggo che avete appuntamenti a destra e manca e io non riesco ad incrociare nemmeno il corriere di Amazon.,DEVICE_TECH_SUPPORT,ORDER_STATUS,0.85,ORDER_STATUS,False,,human_review_v1,True
GS_0125,657890,"@115821 @AmazonHelp according to my calculations, 1 out of 3 packages with Amazon Logistic as carrier, are delayed/late by 2-3 days. That's a high number &amp; as a prime member, I'm not happy. Never had this issue with USPS or UPS as carrier.",DEVICE_TECH_SUPPORT,GENERAL_COMPLAINT,0.95,GENERAL_COMPLAINT,False,,human_review_v1,True
GS_0126,2135618,@18977 🎉Tellement en joie ! Merci mon Flo! Merci @120533 ! #LaFêteEstFinie #UnJourDavance#Happy #Simple https://t.co/BVD51Xn5Cm,DEVICE_TECH_SUPPORT,GENERAL_COMPLAINT,0.8,GENERAL_COMPLAINT,False,,human_review_v1,True
GS_0127,2565576,"@AmazonHelp No, the delivery date hasn’t been updated yet. Will check again tomorrow morning.",DEVICE_TECH_SUPPORT,ORDER_STATUS,1.0,ORDER_STATUS,False,,human_review_v1,True
GS_0128,2499167,"@115830 What’s happening to your delivery service,my last two orders have been left on the doorstep in plain sight and today I received one of your new style missed delivery notifications! https://t.co/D3TCpTj1XX",DEVICE_TECH_SUPPORT,DELIVERY_DAMAGE,0.85,DELIVERY_DAMAGE,False,,human_review_v1,True
GS_0129,1040104,"@115850 hey team 
I want to remove my bank. Account details from my Amazon app account 
Please tell me where do I find that delete option",DEVICE_TECH_SUPPORT,ACCOUNT_ACCESS,0.95,ACCOUNT_ACCESS,False,Request involves sensitive financial account information and PII management.,human_review_v1,True
GS_0130,2465465,"Bad customer service from @115850 
Filed a claim, been 5 days with no update, and contacting them on it, I was assured a resolution within 24hrs, but instead, the claim was closed. Now their executives are not even able to trace a contact being done yesterday. Bad to worse this",DEVICE_TECH_SUPPORT,GENERAL_COMPLAINT,0.9,GENERAL_COMPLAINT,True,[human_review_v1:rule:repeat_contact] Customer is expressing extreme frustration regarding a failed resolution process and internal communication errors.,human_review_v1,True
GS_0131,439639,"@AmazonHelp Hi! We have a fire stick purchased in Canada, but are moving to the UK. Can we use it in the UK? Will we need a power converter?",DEVICE_TECH_SUPPORT,DEVICE_TECH_SUPPORT,0.95,DEVICE_TECH_SUPPORT,False,,human_review_v1,True
GS_0132,1540472,"@AmazonHelp Why will my Amazon Echo not say ""Alex is a nerd"" but will say ""Alex is a bitch""?",DEVICE_TECH_SUPPORT,DEVICE_TECH_SUPPORT,0.95,DEVICE_TECH_SUPPORT,False,"Inappropriate content/profanity used by the device, requires human review for safety and policy compliance.",human_review_v1,True
GS_0133,476124,"@AmazonHelp Where is the result of LGQ6Appquiz ????😠",DEVICE_TECH_SUPPORT,GENERAL_COMPLAINT,0.9,GENERAL_COMPLAINT,False,,human_review_v1,True
GS_0134,1701275,"How to ruin my day 101: 

Thanks a lot @AmazonHelp. This is the 2nd time in 3 weeks that this has happened. https://t.co/sdrLrpBKss",DEVICE_TECH_SUPPORT,GENERAL_COMPLAINT,0.95,GENERAL_COMPLAINT,False,,human_review_v1,True
GS_0135,721286,@292655 @120533 J'ai appeler 3 fois j'ai jamais eu personne ils m'ont raccrocher au nez,DEVICE_TECH_SUPPORT,GENERAL_COMPLAINT,0.95,GENERAL_COMPLAINT,True,[human_review_v1:rule:repeat_contact] Customer expressing extreme frustration with service quality and multiple failed contact attempts.,human_review_v1,True
GS_0136,812186,@AmazonHelp When I will receive any update from your team. Any tentative day or date.,DEVICE_TECH_SUPPORT,ORDER_STATUS,1.0,ORDER_STATUS,False,,human_review_v1,True
GS_0137,2728949,"¿Sabéis en @116928 si tenéis previsto añadir soporte a #chromecast en la app de @116618, como que ya habéis hecho con la de @116935? Nos facilitaría mucho ver contenido. Y vosotros tendríais muchas más visualizaciones.",DEVICE_TECH_SUPPORT,GENERAL_COMPLAINT,0.85,GENERAL_COMPLAINT,False,,human_review_v1,True
GS_0138,1689504,"@115821 
My kindle touch is defective. I'm wiping the silk to a single page. But it appears on every page. Please send another one",DEVICE_TECH_SUPPORT,DEVICE_TECH_SUPPORT,1.0,DEVICE_TECH_SUPPORT,False,,human_review_v1,True
GS_0139,392175,"@115830 so fed up of your drivers leaving my orders with random people in my street, and ignoring delivery instructions.",DEVICE_TECH_SUPPORT,DELIVERY_DAMAGE,0.95,DELIVERY_DAMAGE,False,,human_review_v1,True
GS_0140,457808,"@AmazonHelp Usually you guys are amazing with Prime delivery, but this doesn't make me confident about next time... was expecting this today as it's a gift. A little disappointed. :( https://t.co/3Evf4Aut7a",DEVICE_TECH_SUPPORT,GENERAL_COMPLAINT,0.95,GENERAL_COMPLAINT,False,,human_review_v1,True
GS_0141,1165289,@AmazonHelp I called the helpline 1800 3000 9009 it is not getting connected,DEVICE_TECH_SUPPORT,GENERAL_COMPLAINT,0.85,GENERAL_COMPLAINT,True,[human_review_v1:rule:repeat_contact] ,human_review_v1,True
GS_0142,495971,@115850 I ordered an Amazon echo dot ...so how can I avail my prime membership account??,DEVICE_TECH_SUPPORT,PRIME_SUBSCRIPTION,0.95,PRIME_SUBSCRIPTION,False,,human_review_v1,True
GS_0143,2578481,@AmazonHelp Apparently that offer ended December 2016 🤔😐 Are there any other discount codes available?,DEVICE_TECH_SUPPORT,GENERAL_COMPLAINT,0.85,GENERAL_COMPLAINT,False,,human_review_v1,True
GS_0144,533202,"@115830 You REALLY need to tell your delivery drivers to STOP delivering parcels into customer's recycle bins. Even more so when they knock on the door, and within 10 SECONDS they put it into the recycle bin. I know people who have lost parcels in this way - please STOP this!!!",DEVICE_TECH_SUPPORT,GENERAL_COMPLAINT,0.9,GENERAL_COMPLAINT,False,,human_review_v1,True
GS_0145,683787,"@AmazonHelp Hi, he's i reboot and she works fine for an few hours. I'll Dona reset tonight, see if that works. Have read the help pages.   Not much there on this specific problem. I have three dots, they have been working fine for yonks",DEVICE_TECH_SUPPORT,DEVICE_TECH_SUPPORT,0.95,DEVICE_TECH_SUPPORT,False,,human_review_v1,True
GS_0146,205725,@AmazonHelp that's real nice and all but my book is still damaged 🙃,DELIVERY_DAMAGE,DELIVERY_DAMAGE,1.0,DELIVERY_DAMAGE,False,,human_review_v1,True
GS_0147,151974,@AmazonHelp Yes . And i resived amazon alert . That my acc is broken but it was me!!,DELIVERY_DAMAGE,ACCOUNT_ACCESS,0.95,ACCOUNT_ACCESS,False,Customer is reporting a potential security/account access issue involving an Amazon alert.,human_review_v1,True
GS_0148,278686,@AmazonHelp @13150 What a mockery on one hand I had been told that the hand set is undeliverable  as it got damaged on the other you send your person2 recollet https://t.co/aj6tq0YDjE,DELIVERY_DAMAGE,RETURN_REFUND,0.95,RETURN_REFUND,False,Customer is reporting conflicting information regarding a damaged return/collection process.,human_review_v1,True
GS_0149,553306,"And once again Amazon Logistics screwed up a delivery! Right apartment number, wrong address. Good grief!",DELIVERY_DAMAGE,DELIVERY_DAMAGE,0.95,DELIVERY_DAMAGE,False,,human_review_v1,True
GS_0150,2492160,@AmazonHelp @146956 @115858 @1560 @131027 @2517 first @115821 send me a damaged product now ignoring my issue check out my invoice and product which i get.. https://t.co/DtpUlv1wGG,DELIVERY_DAMAGE,DELIVERY_DAMAGE,1.0,DELIVERY_DAMAGE,True,[human_review_v1:rule:repeat_contact] ,human_review_v1,True
GS_0151,2393499,"Waiting for my @115830 delivery.  I hope he doesn't deliver it to the wrong address.  If he/she is unsure, I'd rather they call my mobile (which is on your system).",DELIVERY_DAMAGE,ORDER_STATUS,0.95,ORDER_STATUS,False,,human_review_v1,True
GS_0152,33293,Hello @AmazonHelp Don't send a special edition game like this in just a cardboard sleeve. It clearly got crushed b/c bad packaging. https://t.co/zoEmj23Hh5,DELIVERY_DAMAGE,DELIVERY_DAMAGE,1.0,DELIVERY_DAMAGE,False,,human_review_v1,True
GS_0153,283979,I buy everything through @115830 Had to return 1 item now i want to return another but my printer is broken.......no one is helping.,DELIVERY_DAMAGE,RETURN_REFUND,0.95,RETURN_REFUND,True,[human_review_v1:rule:repeat_contact] ,human_review_v1,True
GS_0154,105014,@AmazonHelp I have but I do not believe them when they say the bag was damaged on delivery to me. They package was well wrapped and this is the mark https://t.co/YtXPrH4KBv,DELIVERY_DAMAGE,DELIVERY_DAMAGE,0.95,DELIVERY_DAMAGE,False,,human_review_v1,True
GS_0155,1953414,@AmazonHelp I’ve been trying for TWO WEEKS to get this scumbag to engage with me &amp; sort out a prepaid returns label! They’ll only offer £2.50 to return item UNTRACKED 2 the Netherlands not doing it! Tracked is min £6.52! Items are faulty! Arrived broken!,DELIVERY_DAMAGE,RETURN_REFUND,0.95,RETURN_REFUND,True,[human_review_v1:rule:repeat_contact] Customer is expressing extreme frustration and using aggressive language regarding a dispute over return shipping costs for faulty items.,human_review_v1,True
GS_0156,179082,@AmazonHelp Should I open the parcel and inspect the item first? Maybe only the parcel is damaged?,DELIVERY_DAMAGE,DELIVERY_DAMAGE,0.95,DELIVERY_DAMAGE,False,,human_review_v1,True
GS_0157,2115608,"@AmazonHelp @115821 @115787 @15913 Okay so the console itself seems to be fine. However, the damaged box. Any chance of a replacement? Just the Scorpio Edition Box only? I would even happily return the damaged one. If Not, then what?",DELIVERY_DAMAGE,RETURN_REFUND,0.95,RETURN_REFUND,False,,human_review_v1,True
GS_0158,1350334,@AmazonHelp refund is initiated 4 damaged cycle. Moreover requested 2 donate the cycle coz its nonreturnable insted of takin it back. That's AMAZING.,DELIVERY_DAMAGE,RETURN_REFUND,0.95,RETURN_REFUND,False,,human_review_v1,True
GS_0159,182499,"My hot sauce from @115821 wasn’t broken this time, but it was the wrong sauce. Gonna have to start ordering from @12159",DELIVERY_DAMAGE,RETURN_REFUND,1.0,RETURN_REFUND,False,,human_review_v1,True
GS_0160,542107,@AmazonHelp No. I don't want generic customer service. The @115817 system is broken. My daughter had nothing to open from us on our birthday. Heartbreaking,DELIVERY_DAMAGE,GENERAL_COMPLAINT,0.95,GENERAL_COMPLAINT,True,[human_review_v1:rule:human_ask] Customer is expressing extreme distress and emotional frustration regarding a failed delivery experience.,human_review_v1,True
GS_0161,2213209,"@115830 waited in all day for this to be delivered and it arrived damaged , not a happy @215630 fan https://t.co/pWyC8KH5zM",DELIVERY_DAMAGE,DELIVERY_DAMAGE,1.0,DELIVERY_DAMAGE,False,,human_review_v1,True
GS_0162,2500741,"Hey @115821, you’re shipping my order to the wrong address. Not sure if someone will be there when you try to deliver (again). How do we fix this?",DELIVERY_DAMAGE,DELIVERY_DAMAGE,0.95,DELIVERY_DAMAGE,False,Customer is reporting a delivery to the wrong address which requires immediate intervention to prevent loss.,human_review_v1,True
GS_0163,805548,"@AmazonHelp Just got an e-mail saying you haven’t received back an item that arrived damaged, leaking, and was told I didn’t have to return.",DELIVERY_DAMAGE,RETURN_REFUND,0.95,RETURN_REFUND,False,Customer is reporting a contradiction between previous support instructions and automated system notifications regarding a return.,human_review_v1,True
GS_0164,1760990,"Ordered a paintbrush on @115821 ,it arrived broken &amp; in inappropriate shipping packaging. Can't get a refund,&amp; they blocked my 1 star review",DELIVERY_DAMAGE,RETURN_REFUND,0.95,RETURN_REFUND,True,"[human_review_v1:rule:repeat_contact] Customer reports being blocked from leaving a review and inability to process a refund, indicating a complex service failure.",human_review_v1,True
GS_0165,327980,"@115821 can’t believe you shipped Nest Cams in their original box, slapped on a sticker. The box is very damaged. Hope the cams aren’t. https://t.co/tQlkUUoxzj",DELIVERY_DAMAGE,DELIVERY_DAMAGE,1.0,DELIVERY_DAMAGE,False,,human_review_v1,True
GS_0166,361339,@AmazonHelp Thank you. Do you still want an item returned if it’s broken glass?,DELIVERY_DAMAGE,RETURN_REFUND,0.95,RETURN_REFUND,False,Safety concern regarding broken glass handling,human_review_v1,True
GS_0167,2176520,"@AmazonHelp Now, I cannot get a straight answer on where the package is, if it’s damaged, or when it will be delivered.",DELIVERY_DAMAGE,ORDER_STATUS,0.95,ORDER_STATUS,False,,human_review_v1,True
GS_0168,318432,@115850 After so many follow up got to know package damaged and returned but still not updated records https://t.co/qYeBnEtfOX,DELIVERY_DAMAGE,DELIVERY_DAMAGE,0.95,DELIVERY_DAMAGE,True,[human_review_v1:rule:repeat_contact] ,human_review_v1,True
GS_0169,2883421,"@115850 dear amazon been your trusted customer since long.this time u had sent me damaged product.please do replace asap.Order Id: 405-0084914-5840338 
Now I had to think twice to order in amazon!! Thank you https://t.co/FdNj9aGsQu",DELIVERY_DAMAGE,DELIVERY_DAMAGE,1.0,DELIVERY_DAMAGE,True,[human_review_v1:rule:public_pii] ,human_review_v1,True
GS_0170,1278721,"@AmazonHelp I don't think I care what u consider personal or impersonal info. I paid for that mobile, it's broken. You cheated me, return my money.",DELIVERY_DAMAGE,RETURN_REFUND,0.95,RETURN_REFUND,True,[human_review_v1:rule:fraud] Customer is expressing extreme distress and using accusatory language ('You cheated me') which requires human de-escalation.,human_review_v1,True
GS_0171,2808971,"@AmazonHelp 3 terrible delivery experiences in a row from Amazon Logistics. I DO NOT want to use them anymore! I need a phone number to call to speak to someone about this. An individual that can actually help me, not a call center.",GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.95,GENERAL_COMPLAINT,True,[human_review_v1:rule:human_ask] Customer is expressing extreme frustration and explicitly requesting to speak with a human agent to resolve a recurring service issue.,human_review_v1,True
GS_0172,470791,@115821  very disappointed- I was disconnected with no solution https://t.co/ZtFZmuP5Bu,GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.95,GENERAL_COMPLAINT,True,"[human_review_v1:rule:repeat_contact] Customer expresses extreme frustration and mentions a failed support interaction, requiring human intervention to resolve the underlying issue.",human_review_v1,True
GS_0173,1327710,@AmazonHelp @116090 Is there any way I can have a note placed on file so that Amazon never ships my orders via Intelcom? They're awful!!!,GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.9,GENERAL_COMPLAINT,False,,human_review_v1,True
GS_0174,483850,@115850 The worst service ever experienced. 21 days of order but not yet delivered. Tried getting refund but no confirmation of that too. Tired of calling and chatting. #foolingCustomers.,GENERAL_COMPLAINT,RETURN_REFUND,0.95,RETURN_REFUND,True,[human_review_v1:rule:repeat_contact] Customer expresses extreme frustration and reports failure of multiple support channels to resolve a refund request.,human_review_v1,True
GS_0175,1373181,"Hey @115830 your ""Amazon logistics"" is terrible. 8am till 9pm delivery and then delivered to the wrong address and signed for a wrong name",GENERAL_COMPLAINT,DELIVERY_DAMAGE,1.0,DELIVERY_DAMAGE,False,Package delivered to wrong address and signed for by unauthorized person,human_review_v1,True
GS_0176,960228,I’ve been ordering off @115821 for as long as I can remember &amp; this is the first time I’ve ever been disappointed w/ the customer service,GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.95,GENERAL_COMPLAINT,False,,human_review_v1,True
GS_0177,1737656,When u should have preordered your Xbox one x from @2116 because @115830 stuffed up 🙈,GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.9,GENERAL_COMPLAINT,False,,human_review_v1,True
GS_0178,770916,@115821 Almost half the time I order things they arrive late and/or damaged. Please fix quality control so I can keep #prime. Frustrated.,GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.9,GENERAL_COMPLAINT,False,,human_review_v1,True
GS_0179,2417857,"@AmazonHelp One more apology mail without any valid RCA.. what do i do now :( 
@115851 @AmazonHelp @115821 highly disappointed #fakeamazon https://t.co/oqO1lnQ1K6",GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.95,GENERAL_COMPLAINT,True,[human_review_v1:rule:repeat_contact] Customer is expressing extreme disappointment and frustration regarding a recurring issue without a clear actionable request.,human_review_v1,True
GS_0180,1248256,"@115821  Your service is an epic fail, allowing vendors to harass  customers, delayed returns, and now the wrong amt refunded. Horrible!!!!",GENERAL_COMPLAINT,RETURN_REFUND,0.95,RETURN_REFUND,True,"[human_review_v1:rule:repeat_contact] Customer is reporting multiple service failures including incorrect refund amount and harassment, requiring human intervention.",human_review_v1,True
GS_0181,984221,"@AmazonHelp @115850 Worst service in Return and Replacement. You are not picking my return neither dispatching my replacement order. Please dispatch my replacement order, and you pick whenever you want. Replacement requested on: Oct 15, 2017. HELP.",GENERAL_COMPLAINT,RETURN_REFUND,1.0,RETURN_REFUND,False,Customer is reporting a long-standing unresolved issue with a return/replacement process since 2017.,human_review_v1,True
GS_0182,994244,@115850 I hope that does work. Because Im fed up with the procedures going on for a week. It's is damn irritating. Didn't expect from Amazon,GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.95,GENERAL_COMPLAINT,False,,human_review_v1,True
GS_0183,851609,"@115850 @AmazonHelp feel cheated, horrible service. CC called abdul behaved rude and unprofesional @1560  @131027",GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.95,GENERAL_COMPLAINT,True,"[human_review_v1:rule:repeat_contact] Customer is reporting unprofessional behavior by a specific employee, which requires human review.",human_review_v1,True
GS_0184,1868695,@115850 I ordered earphones (no. - 408-1899080-9287553 ) . Delivery Never even came to me.  Really disappointed with the service . https://t.co/YHJgYR5tga,GENERAL_COMPLAINT,DELIVERY_DAMAGE,0.95,ORDER_STATUS,True,[human_review_v1:rule:public_pii] ,human_review_v1,True
GS_0185,109911,"@AmazonHelp I had taken a paid day off today to receive the delivery which never arrived and now you need me to take another day off, and have the cheek to charge me for the delays you've caused. To say I'm frustrated is an understatement!",GENERAL_COMPLAINT,ORDER_STATUS,0.95,ORDER_STATUS,False,Customer is expressing extreme frustration and potential financial grievance regarding delivery failure and service charges.,human_review_v1,True
GS_0186,1320438,"@115850 Got my order of Sony zx110a. The product has defective ear pads. Disappointed. When asked for a replacement,",GENERAL_COMPLAINT,RETURN_REFUND,1.0,RETURN_REFUND,False,,human_review_v1,True
GS_0187,2416612,@115850 worst ever experience I m facing with @115850 do the needful,GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.95,GENERAL_COMPLAINT,False,Ambiguous intent and extreme frustration requiring human intervention to clarify the issue.,human_review_v1,True
GS_0188,2788612,@AmazonHelp thank you for replacing my damaged pops with MORE DAMAGED POPS. seriously why would anyone think this is adequate packaging??? all three damaged. not shocked. Amazon packaging for pops is the absolute worst. 👎👎👎👎👎👎👎👎👎 https://t.co/NEcrI26p9f,GENERAL_COMPLAINT,DELIVERY_DAMAGE,1.0,DELIVERY_DAMAGE,False,,human_review_v1,True
GS_0189,552014,#hermesUK #hermes I have cancelled my plans and waited in for my delivery. Yet you claim to have attempted to deliver it 20 minutes ago. I have been here waiting you did not try and there is no card. Always terrible service @115830 why do you keep using them??,GENERAL_COMPLAINT,ORDER_STATUS,0.95,ORDER_STATUS,False,,human_review_v1,True
GS_0190,1563778,@AmazonHelp This was my worst experience....I need a response and confirmation today itself,GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.9,GENERAL_COMPLAINT,False,Ambiguous intent and customer expressing extreme frustration requiring immediate attention.,human_review_v1,True
GS_0191,2313740,Second time this month @115821 tells me there is a delay with my order. Seriously? Why promise same day delivery and then wait until last min to say its delayed? I would not have ordered anything if I knew there was a delay. Very disappointed in you @115821,GENERAL_COMPLAINT,ORDER_STATUS,0.95,ORDER_STATUS,False,,human_review_v1,True
GS_0192,30038,@115850 @AmazonHelp Alexa's accent for Indian English is horrible. Just horrible. And skills are blocked for other languages.,GENERAL_COMPLAINT,DEVICE_TECH_SUPPORT,0.95,DEVICE_TECH_SUPPORT,False,,human_review_v1,True
GS_0193,2728008,"@115851 @115850 fraud sellers selling faulty products, no option to return as we blindly trusted Amazon and never opened the package until needed. Horrible customer support too.",GENERAL_COMPLAINT,RETURN_REFUND,0.95,RETURN_REFUND,True,"[human_review_v1:rule:fraud] Customer is alleging fraud and expressing extreme frustration with support, requiring human intervention to handle the sensitive nature of the claim.",human_review_v1,True
GS_0194,125322,"@115830 Amazon prime: horrible customer service for a very misleading marketing: pretending free trial and then been told it's not a free trial, APPALING",GENERAL_COMPLAINT,PRIME_SUBSCRIPTION,0.95,PRIME_SUBSCRIPTION,False,,human_review_v1,True
GS_0195,355322,"@AmazonHelp @117093 Bread is squashed, bananas with ripe dark marks all over. Never again",GENERAL_COMPLAINT,DELIVERY_DAMAGE,1.0,DELIVERY_DAMAGE,False,,human_review_v1,True
GS_0196,2570928,"@115850 
Worst experience.Customer Care Team is helpless.I returned 2 orders.it was n’tcollected nor refund received",GENERAL_COMPLAINT,RETURN_REFUND,1.0,RETURN_REFUND,True,[human_review_v1:rule:repeat_contact] ,human_review_v1,True
GS_0197,1119572,"@AmazonHelp @AmazonHelp horrible PRIME experience, feeling cheated 2/2",GENERAL_COMPLAINT,PRIME_SUBSCRIPTION,0.9,PRIME_SUBSCRIPTION,False,,human_review_v1,True
GS_0198,783033,"@115850 @117795  being a prime customer always expect on time delivery.No update.#disappointed 
Order #407-4551192-1235564(2/2) https://t.co/wisO3OaHou",GENERAL_COMPLAINT,ORDER_STATUS,0.95,ORDER_STATUS,True,[human_review_v1:rule:public_pii] ,human_review_v1,True
GS_0199,2884943,@4888 @115830 Hi I can't find the original email. I know I pre-ordered start to mid October. I'm just a little disappointed that I had the foresight to pre-order and now I have to wait 3 days. If I knew I wouldn't get it on release day I wouldn't have done so.,GENERAL_COMPLAINT,ORDER_STATUS,0.95,ORDER_STATUS,False,,human_review_v1,True
GS_0200,1452426,"@115850 @AmazonHelp @115851 india is a huge market, but amazingly poor customer support wont help at all.. one of the worst.",GENERAL_COMPLAINT,GENERAL_COMPLAINT,1.0,GENERAL_COMPLAINT,False,,human_review_v1,True
GS_0201,2752084,@AmazonHelp Umm. I just migrated my devices to India and lost the smart home skills. Here is what I see when I try to add any skill: https://t.co/2k4da4v6PH,TOPUP_RARE_CLASS,DEVICE_TECH_SUPPORT,0.95,DEVICE_TECH_SUPPORT,False,,human_direct_v1_fix1,True
GS_0202,1166784,"Hey @115833 peeps! If I buy an echo show when they come out, will I be able to use it at both my UK and Slovakia homes? #REALLYwantone!",TOPUP_RARE_CLASS,DEVICE_TECH_SUPPORT,0.95,DEVICE_TECH_SUPPORT,False,,human_direct_v1_fix1,True
GS_0203,1453782,Stupid reason for not delivery the parcel @115850 . Delivery agent no provided by u is a wrong number. Happening since last two days. https://t.co/3KC8FktWmA,TOPUP_RARE_CLASS,ORDER_STATUS,0.95,ORDER_STATUS,False,Customer provided a URL containing potential PII and is expressing frustration regarding a failed delivery attempt.,human_direct_v1_fix1,True
GS_0204,348501,@AmazonHelp Blue dart is delivering it if that's what you're asking,TOPUP_RARE_CLASS,ORDER_STATUS,0.95,GENERAL_COMPLAINT,False,,human_direct_v1_fix1,True
GS_0205,803022,"@115821 isn't exactly sure what happened to the book I ordered about feeling left out. While I'm upset, there is a certain poetry about it.",TOPUP_RARE_CLASS,ORDER_STATUS,0.85,GENERAL_COMPLAINT,False,,human_direct_v1_fix1,True
GS_0206,934342,"@AmazonHelp Thanks for the update. I understand, Amazon tries their best to reach perfection. Just a suggestion for improvement. 😊😊",TOPUP_RARE_CLASS,GENERAL_COMPLAINT,0.95,GENERAL_COMPLAINT,False,,human_direct_v1_fix1,True
GS_0207,1604984,@115850 One fladuent activity happen in my card from amazon at name of prime membership with transaction of 6850 rs,TOPUP_RARE_CLASS,PRIME_SUBSCRIPTION,0.95,ACCOUNT_ACCESS,True,[human_review_v1:reviewer-judgment] Report of unauthorized financial transaction/fraudulent activity,human_direct_v1_fix1,True
GS_0208,2767571,"@AmazonHelp Appears to work just fine on the computer, but not on my phone.",TOPUP_RARE_CLASS,DEVICE_TECH_SUPPORT,0.95,DEVICE_TECH_SUPPORT,False,,human_direct_v1_fix1,True
GS_0209,2500712,@AmazonHelp The issue I’m having is with smart home devices,TOPUP_RARE_CLASS,DEVICE_TECH_SUPPORT,0.95,DEVICE_TECH_SUPPORT,False,,human_direct_v1_fix1,True
