message_id,text,true_intent,pred_intent,intent_confidence,draft_reply,reply_char_count,reference_reply,retrieval_top1_sim,escalation_decision,escalation_reason
GS_0057,@AmazonHelp  Used Amazon chat to resolve what appeared to be a duplicate charge on two different credit cards for my Prime membership. Just wanted a refund or explanation.  Result? Had my Prime membership cancelled. WTH? Why?,PRIME_SUBSCRIPTION,PRIME_SUBSCRIPTION,0.95,I am very sorry to hear about this frustrating experience with your membership status. This is certainly not the level of service we aim to provide. Please send us a DM so we can look into your account details and help resolve this for you. ^AM,244,@290181 I see! I'm sorry that we've let you down! I hope that you will give us another chance in the future to make it up to you! ^FR,0.7534,escalate,[rule:fraud] Fraud/unauthorized-charge/security claim — needs human investigation.
GS_0058,"@115821 I'm like 30 minutes into this.

And I need a return label.",RETURN_REFUND,RETURN_REFUND,1.0,I am very sorry for the frustration and the time you have spent trying to resolve this. I would like to look into this for you right away. Please send us a DM with your order number so we can assist you with your return label. ^AM,230,@503524 I'm sorry for the delay. You can print your return label using our Returns Support Centre here: https://t.co/lsCz7315Pa  ^FJ,0.7784,auto,[RETURN_REFUND] rules passed
GS_0059,"@AmazonHelp We have returned product on 26th July and still haven't received money back in my account. UTR No: __credit_card__, when we contacted bank they say they didn't receive any amount. PFA. https://t.co/3emfcW5Xdn",RETURN_REFUND,RETURN_REFUND,1.0,I am very sorry to hear about the delay in receiving your refund. I understand how frustrating this is. Please send us a DM with your order number so we can look into the status of your transaction and assist you further. ^RS,225,@182606 Don’t provide your order related details as its personal information. Our Twitter page is visible to public.(3/3)^RS,0.7901,escalate,[rule:repeat_contact] Prior support contact failed or is explicitly referenced — hand off to human.
GS_0060,@AmazonHelp No it's from you. I already stated that the wrong item was shipped and a new one is coming. I'm worried about issues sending it back.,RETURN_REFUND,RETURN_REFUND,0.95,I am sorry to hear about the stress this return process is causing you. We want to ensure this is handled correctly. Please send us a DM with your order details so we can look into your account and provide guidance on the return steps. ^AM,239,"@425203 Thanks for letting us know! Please keep us updated if you need any further help, we're here for you! ^LR",0.7891,auto,[RETURN_REFUND] rules passed
GS_0061,"@AmazonHelp It's still in its plastic, but the disc is loose and there is rattling parts, it has been squashed or broken during transit or packing. I didn't click return on the website because it will cost me more than the original item and postage combined to return the broken DVD.",DELIVERY_DAMAGE,DELIVERY_DAMAGE,1.0,I am so sorry to hear your DVD arrived damaged; I understand how frustrating it is to receive a broken item. Please do not worry about return costs. Send us a DM with your order number so we can look into this and find a solution for you right away. ^AM,253,@281463 That's unusual. Have you reported this to our support team? ^MN,0.7244,auto,[DELIVERY_DAMAGE] rules passed
GS_0062,@115850 I've been getting 'package pickup rescheduled' messages for a package I'd returned to a deliveryperson last evening. What do I do?,RETURN_REFUND,RETURN_REFUND,0.95,I am very sorry for the confusion regarding your return status. I understand how frustrating it is to receive conflicting updates after handing off your package. Please send us a DM with your order details so we can investigate this with our logistics team. ^AM,261,@378794 Apologies for the unpleasant experience. Kindly reach our support team: https://t.co/vlvfJr4nN9. We'll have it checked. ^GS,0.7878,auto,[RETURN_REFUND] rules passed
GS_0063,"If a @727143 seam seemingly came undone on its own is that covered for warranty replacement, even if purchased through @115821? Actually, I'm not sure it was ever attached. @AmazonHelp #Maxpedition #PygmyFalconII https://t.co/96oDXV1pn9",RETURN_REFUND,RETURN_REFUND,0.9,I am very sorry to hear about the issue with your bag's seam. We want to look into this for you to see what options are available regarding a return or replacement. Please send us a DM with your order details so we can investigate this further. ^SK,248,"@435859 drop in your details through the link provided earlier &amp; we'll look into it right away. Also, please 2/2 ^EM",0.7484,auto,[RETURN_REFUND] rules passed
GS_0064,When you buy a book from @115821 and it turns out to be a library book someone has forgotten to return #conned,RETURN_REFUND,RETURN_REFUND,0.95,I am very sorry to hear that you received a library book instead of the item you ordered. That is certainly not the experience we want for you. Please send us a DM so we can look into this and assist you with a return or refund right away. ^AM,243,"@767790 Hey, Matt! I'm sorry you received an unexpected refund amount. If you would like to see why partial refunds are issued sometimes, you can find that information here: https://t.co/UoLexnRgap. ^DY",0.7289,auto,[RETURN_REFUND] rules passed
GS_0065,"@AmazonHelp I reached out, they happily refunded me... The complete disregard for common sense was impressive though. I'd be cool if just accident, they happen. Thanks for quick reply.",GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.9,"We appreciate you sharing your feedback with us. We’re glad to hear the refund was processed quickly, though we sincerely apologize for the frustration caused by the initial experience. If you'd like to share more details, please send us a DM. ^AM",247,@338673 リプライいただき恐縮です。この度は、ご迷惑をおかけし申し訳ございませんでした。ET,0.7702,auto,[GENERAL_COMPLAINT] rules passed
GS_0066,"@AmazonHelp Considering I pay for Prime &amp; didn't get any item, I wasn't really pleased with the customer service I received. I should have been refunded",RETURN_REFUND,RETURN_REFUND,0.95,I am very sorry to hear about your experience and that your order did not arrive as expected. We want to look into this for you right away. Please send us a DM with your order details so we can investigate the status of your refund and assist you further. ^AB,259,@186453 I'm sorry your replacement has been delayed. We'd like to review your available options here: https://t.co/JzP7hlA23B ^RA,0.7867,auto,[RETURN_REFUND] rules passed
GS_0067,@AmazonHelp dere u have just mentioned u cant return my money. fuck ur policies,RETURN_REFUND,RETURN_REFUND,0.95,I am truly sorry for the frustration this has caused you. We want to look into this further to see how we can help. Please send us a DM with your order details so we can review your account and investigate this for you. ^AM,223,@217041 Kindly revert to our email correspondence with further query on this and we'll be happy to take it over from there. ^AB,0.7809,auto,[RETURN_REFUND] rules passed
GS_0068,@115850 Really disappointed @115850 #badcustomerservice asking me to courier the wrong items back! #pathetic,RETURN_REFUND,RETURN_REFUND,0.95,I am very sorry to hear about the frustration this return process has caused you. We would like to look into this and assist you further. Please send us a DM with your order details so we can investigate this right away. ^AM,224,@633647 Could you please tell us more about the issue for better understanding Ajinkya? ^HN,0.8127,auto,[RETURN_REFUND] rules passed
GS_0069,"@AmazonHelp JIAMM, that makes sense, I'll send a message via the return option! Thank you!",RETURN_REFUND,RETURN_REFUND,1.0,"You're very welcome! I'm glad to hear that process works for you. If you run into any trouble or need further assistance with your return, please send us a DM and we'll be happy to help. ^AM",190,@471743 Thank you for confirming. Our team will get back with an update. Request you to wait till then. ^SK,0.7933,auto,[RETURN_REFUND] rules passed
GS_0070,"@AmazonHelp No I didn’t, but this is a dif issue, wrong item sent, promised exped. ship, not showing in tracking, asked for help, like talking to robot",RETURN_REFUND,RETURN_REFUND,0.95,I am very sorry to hear about the frustration caused by receiving the wrong item and the lack of clarity regarding your shipment. We want to make this right. Please send us a DM with your order details so we can investigate the status and assist you further. ^AM,262,@157633 We can be reached 24/7 with the link posted earlier. We can take a closer look at the missing order &amp; into avail options. ^EP,0.787,escalate,[rule:repeat_contact] Prior support contact failed or is explicitly referenced — hand off to human.
GS_0071,"@AmazonHelp well,if you can not transfer my amazon pay balance to my bank account , then kindly credit back my bucks in the amazon pay balance.",RETURN_REFUND,RETURN_REFUND,0.95,"I understand your frustration regarding your Amazon Pay balance. Once a refund is processed to your balance, it cannot be transferred to a bank account. Please send us a DM with your account details so we can review your specific transaction and assist you further. ^AM",269,"@175077 Navneet, I'm afraid that once amount is credited into the pay balance it can't be reverted to the bank account. ^MS",0.7966,auto,[RETURN_REFUND] rules passed
GS_0072,"@171152 
I am unable to log in Amazon or prime since a month.. cannot use any passwords or email.
Plz help",ACCOUNT_ACCESS,ACCOUNT_ACCESS,1.0,I am very sorry to hear you have been locked out of your account for so long; I understand how frustrating that is. We need to look into this securely to get you back in. Please send us a DM so we can gather more details and assist you further. ^AM,248,@195811 Please reach us via phone/e-mail here: https://t.co/jzvkhdlrK5 so we can take a closer look. ^CS,0.7976,auto,[ACCOUNT_ACCESS] rules passed
GS_0073,@AmazonHelp hello i just received this email its look my amzon account hacked i hope can i get my account back https://t.co/ibiaTQlrbK,ACCOUNT_ACCESS,ACCOUNT_ACCESS,1.0,I am very sorry to hear that your account may have been compromised. I understand how concerning this is. Please send us a DM so we can gather more information and connect you with our Account Specialists to help secure your account. ^AM,237,@461623 Ohh no! I would like one of our team members to look into this for you. Please fill this out: https://t.co/tkLCr7DNil ^BA,0.7797,escalate,[rule:fraud] Fraud/unauthorized-charge/security claim — needs human investigation.
GS_0074,"@115850 hey team 
I want to remove my bank. Account details from my Amazon app account 
Please tell me where do I find that delete option",ACCOUNT_ACCESS,ACCOUNT_ACCESS,0.95,"I understand you'd like to remove your bank details from your account. You can manage your payment methods by going to ""Your Account"" and selecting ""Your Payments."" If you need further assistance with this, please send us a DM so we can look into this for you. ^AS",264,@366071 Please refer to the instructions mentioned here: https://t.co/ws1DZWe3G5. ^HA,0.8,auto,[ACCOUNT_ACCESS] rules passed
GS_0075,"What the Hell @115821, close my account and then ask me to fax you proof. Here in Africa FAX has been sent to the history pages @AmazonHelp",ACCOUNT_ACCESS,ACCOUNT_ACCESS,0.95,"I am very sorry for the frustration this process has caused you, especially regarding the outdated verification methods. We want to help you resolve this. Please send us a DM so we can look into your account status and assist you with the next steps. ^AP",254,"@158485 Kindly fill in your details here: https://t.co/beaaDm0muc, we'll get back to you soon. (2/2)^AP",0.7693,auto,[ACCOUNT_ACCESS] rules passed
GS_0076,".@116090 Great surprise to see you've made Prime Music available to Canadians.... but it keeps making me log in and then tells me my session has expired... what's the deal? 

Cc: @AmazonHelp https://t.co/sfbFMiGS3g",ACCOUNT_ACCESS,DEVICE_TECH_SUPPORT,0.9,I’m sorry to hear you’re having trouble staying logged into Prime Music; that sounds incredibly frustrating. We’d like to look into this further to see what’s causing these session errors. Please send us a DM so we can assist you directly. ^AM,243,"@193079 We'd like to look into this further with you. When you can, please reach us via phone or chat here: https://t.co/N7H3LfpFr2 ^SJ",0.7258,auto,[DEVICE_TECH_SUPPORT] rules passed
GS_0077,"@AmazonHelp The problem is my card was charged, but nothing was ordered on my account.",ACCOUNT_ACCESS,ACCOUNT_ACCESS,0.95,"I am very sorry to hear about this unexpected charge on your account. I understand how concerning this is. To help us investigate this further, please send us a DM so we can look into your account details securely. ^AM",218,@621346 Has she reached out to the bank to check this? ^KM,0.757,escalate,[rule:fraud] Fraud/unauthorized-charge/security claim — needs human investigation.
GS_0078,"@AmazonHelp I aready said i dont have access. 
Why would I post here if it was so easy",ACCOUNT_ACCESS,ACCOUNT_ACCESS,1.0,"I am truly sorry for the frustration this has caused you. I understand how difficult it is to be locked out of your account. Since we cannot access your account details here, please send us a DM so we can connect you with an Account Specialist who can assist further. ^AM",271,"@277176 If you use the link above, an Account Specialist will be able to assist you.  ^AF",0.7867,escalate,[rule:repeat_contact] Prior support contact failed or is explicitly referenced — hand off to human.
GS_0079,"@AmazonHelp Hi, the Cloud Cams are working great. How do I go about sharing access to my wife's phone as well?",DEVICE_TECH_SUPPORT,DEVICE_TECH_SUPPORT,0.95,"I'm glad to hear your Cloud Cams are working well! To share access, you'll need to log into the same Amazon account on your wife's device using the Cloud Cam app. If you run into any trouble during the setup, please send us a DM so we can assist you further. ^AM",262,@459452 Glad to know that. Thanks for keeping us posted. ^GK,0.7129,auto,[DEVICE_TECH_SUPPORT] rules passed
GS_0080,@AmazonHelp is this legit? (can never tell if it’s just some random account emailing u) https://t.co/OC0icspDLl,ACCOUNT_ACCESS,GENERAL_COMPLAINT,0.85,"I understand your concern about the legitimacy of that email; it is always best to be cautious. Please check your Message Center in your account to see if the communication is listed there. If it is not, please send us a DM so we can assist you further. ^AM",257,"@383803 We're not able to confirm if we sent it through Twitter, but here are some things to look for: https://t.co/z3ChohMMgM ^ZW",0.8009,escalate,[rule:fraud] Fraud/unauthorized-charge/security claim — needs human investigation.
GS_0081,@AmazonHelp i need to fax some info fro my account to be unlocked but i can't due to me not having a fax and can't find the req'ed stuff,ACCOUNT_ACCESS,ACCOUNT_ACCESS,1.0,I am very sorry to hear about the trouble you're having accessing your account and the difficulty with the requested documentation. We want to help get this sorted out for you. Please send us a DM so we can look into this and discuss the best way to provide your info. ^AM,272,@176752 We cannot access your account with Twitter so please reach out to us by phone or e-mail here: https://t.co/jzvkhd3Qlv,0.7461,auto,[ACCOUNT_ACCESS] rules passed
GS_0082,@AmazonHelp I can't sign in because my account has been locked... That's what I'm trying to solve,ACCOUNT_ACCESS,ACCOUNT_ACCESS,1.0,I am very sorry to hear that you are locked out of your account; I understand how frustrating that is. Please send us a DM so we can look into this and provide the next steps to help you regain access. ^AM,205,"@486191 When selecting the link, there should be a skip sign in option underneath where you would enter your password. ^DW",0.7978,auto,[ACCOUNT_ACCESS] rules passed
GS_0083,@AmazonHelp yes. Though I uploaded through the website. But I cannot upload the other while my account is in review. Please I need the order soon,ACCOUNT_ACCESS,ORDER_STATUS,0.85,I am very sorry for the frustration caused by this delay and the difficulty with your account review. We want to look into this for you right away. Please send us a DM with your account email address so we can investigate the status of your review and order. ^AK,262,@257952 We'd like to help you with the delivery of the order. Kindly report this to our support team here: https://t.co/rS49hgaADF ^AK,0.7331,auto,[ORDER_STATUS] rules passed
GS_0084,@AmazonHelp The order that you cancelled was a gift that now will not make it. Stop focusing on the account. Start focusing on the customer,GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.9,"I am truly sorry for the frustration this cancellation has caused, especially regarding a gift. We want to make this right and look into what happened with your order. Please send us a DM so we can review your account details and assist you further. ^AM",253,"@225620 Hey, get in touch with us here: https://t.co/hApLpMlfHN so we can check this for you ^KM",0.746,auto,[GENERAL_COMPLAINT] rules passed
GS_0085,"Soo upset with 😔🙁🙁
@115850 
My Amazon account is blocked
I can't shop with because of that",ACCOUNT_ACCESS,ACCOUNT_ACCESS,1.0,"I am very sorry to hear that you are unable to access your account; I understand how frustrating that is. Please check your email inbox for any messages from us regarding your account status. If you need further assistance, please send us a DM so we can look into this. ^AM",273,@456030 I'm sorry to hear that your account was blocked. Could you please check if you've received an email regarding it? ^AM,0.844,auto,[ACCOUNT_ACCESS] rules passed
GS_0086,@AmazonHelp Password is in correct,ACCOUNT_ACCESS,ACCOUNT_ACCESS,1.0,I am sorry to hear you are having trouble accessing your account; I know how frustrating that can be. Please send us a DM so we can look into this further and help you regain access to your account. ^AM,202,"@182227 No, just choose 'skip sign in'.  ^JF",0.8036,escalate,[llm:ambiguous] The message indicates a potential account access issue which requires secure verification and human intervention.
GS_0087,@AmazonHelp one more thing please provide 'Amazon pay balance' transfer  to Bank account so we could add more balance without any hesitation. Thanks 😇,GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.8,"I understand your interest in having more flexibility with your Amazon Pay balance. We are always looking to improve our services, and I have shared your feedback with our internal team for review. Thank you for reaching out to us with your suggestion. ^SY",256,@226773 We're keen on improving and adding new features to our services. We've noted your comments and we'll surely forward your feedback internally to be worked upon. ^SY,0.7335,auto,[GENERAL_COMPLAINT] rules passed
GS_0088,BITCH LET ME SIGN IN!!!!!! @AmazonHelp,ACCOUNT_ACCESS,ACCOUNT_ACCESS,1.0,I am very sorry to hear you are having trouble accessing your account; I understand how frustrating that is. Please send us a DM so we can look into this and help you get back in. ^AM,183,"@243709 Hi Ben, you can still reach us via the link provided. You will see a ""skip sign in"" option just below the login box. ^KI",0.8097,auto,[ACCOUNT_ACCESS] rules passed
GS_0089,@AmazonHelp seller central account remains suspended. No one can answer why? Can you help?,ACCOUNT_ACCESS,ACCOUNT_ACCESS,1.0,"I am very sorry for the frustration caused by your account suspension. As we are part of the retail team, we don't have direct access to Seller Central account details. Please send us a DM with your email address so we can escalate this to the appropriate team. ^AM",265,@772338 I'm sorry about the frustration. Did you receive any insight or an e-mail explaining the reason for suspension? We want to look into this! ^SH,0.7682,escalate,[rule:repeat_contact] Prior support contact failed or is explicitly referenced — hand off to human.
GS_0090,"So my @115830 account has bn hacked, but no reassurances from them about my bank dets, etc. Can't get past Cust Servs to talk to anyone about security. Shocking #feelingvulnerable",ACCOUNT_ACCESS,ACCOUNT_ACCESS,0.95,I am very sorry to hear about the unauthorized access to your account and understand how concerning this is. Please send us a DM so we can gather more details and connect you with our account security team to investigate this immediately. ^AB,242,@361606 I'm sorry to hear this! We'd like to take a better look into this with you. Please reach us here: https://t.co/zYVX1Qi29G ^KP,0.7913,escalate,[rule:fraud] Fraud/unauthorized-charge/security claim — needs human investigation.
GS_0091,@AmazonHelp I have never received that request. What do I need to do? I have things I need to order. Will I have to get a new account?,ACCOUNT_ACCESS,ACCOUNT_ACCESS,0.95,I am sorry to hear you are having trouble accessing your account; I understand how frustrating this is when you need to place an order. You do not necessarily need a new account. Please send us a DM so we can look into this and assist you further. ^AM,251,@251563 I understand your concern. Please reach out to your bank for further information about the authorization process. ^HM,0.7826,auto,[ACCOUNT_ACCESS] rules passed
GS_0092,"@115821 I can't log in to my affiliate account. I get a error message, since 12 hours ago.",ACCOUNT_ACCESS,ACCOUNT_ACCESS,1.0,I am very sorry to hear you've been locked out of your affiliate account for the last 12 hours; I understand how frustrating that is. Please send us a DM so we can look into this further and assist you with regaining access. ^AS,228,@559022 Are you being given an error when you are trying to login? ^AS,0.7721,auto,[ACCOUNT_ACCESS] rules passed
GS_0093,@AmazonHelp I am still waiting for help. How come my balance deducted and it's not there in Amazon Pay Balance Account Statement? It's simple cheat from Amazon India.,ACCOUNT_ACCESS,GENERAL_COMPLAINT,0.85,I am very sorry to hear about the frustration regarding your Amazon Pay balance. I understand how concerning it is to see a deduction without a corresponding update. Please send us a DM with your registered email address so we can investigate this for you immediately. ^KS,272,@333357 I'd like to have a closer look at it. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. ^MO,0.7554,escalate,[rule:fraud] Fraud/unauthorized-charge/security claim — needs human investigation.
GS_0094,@AmazonHelp it looks like my Alexa account is in US. How do i get that moved to India? I need to use @4694 with Alexa.,DEVICE_TECH_SUPPORT,DEVICE_TECH_SUPPORT,0.95,I’m sorry to hear you're having trouble updating your Alexa account region. I would be happy to look into this for you. Please send us a DM with your account details so we can assist you with the migration process. ^AM,218,@387407 I'm sorry to hear that. You can reach out to our team here: https://t.co/9mwpIdOzZn and they'll sort this for you. ^VN,0.7726,auto,[DEVICE_TECH_SUPPORT] rules passed
GS_0095,@AmazonHelp @AmazonHelp can I transfer Amazon pay balance to another Amazon pay account ?,GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.85,"I understand you're looking to transfer your Amazon Pay balance. Currently, our policies do not permit the transfer of Amazon Pay balance between accounts. If you have further questions or need assistance with your account, please send us a DM. ^AK",248,@187535 Could you let us know the issue you've faced with the Amazon Pay Balance? We'd like to help. ^VM,0.73,auto,[GENERAL_COMPLAINT] rules passed
GS_0096,@AmazonHelp So you don’t get any additional free books on audible if you’re a Prime member? Sure I read it somewhere...,PRIME_SUBSCRIPTION,PRIME_SUBSCRIPTION,0.95,"I understand the confusion regarding Prime benefits. While Prime includes access to a rotating selection of titles through Prime Reading, it does not include a full Audible membership. Please send us a DM so we can clarify your specific account benefits for you. ^AM",266,"@803127 Hola Aldo, puedes ver más información sobre los beneficios de Amazon Prime por medio del siguiente enlace: https://t.co/uP91wsPKjp ^FZ",0.7281,auto,[PRIME_SUBSCRIPTION] rules passed
GS_0097,"@115830 ...you've cancelled my order, and the item is out of stock. I'm on my third call to you today, and on hold for a ""supervisor""...",ORDER_STATUS,ORDER_STATUS,0.9,I am truly sorry for the frustration caused by this cancellation and the long wait times you've experienced today. We want to look into this for you immediately. Please send us a DM with your order details so we can investigate this further. ^AM,245,"@789307 I'm sorry to hear you had issues with your order. When the order was canceled did you receive any e-mails advising why the order was canceled? If so, what reason was given for the cancellation? ^AN",0.8069,escalate,[rule:repeat_contact] Prior support contact failed or is explicitly referenced — hand off to human.
GS_0098,@AmazonHelp Claro q meu Kekkai Sensen será o primeiríssimo,GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.8,"Que escolha incrível! Kekkai Sensen é sensacional e temos certeza de que você vai adorar a leitura. Ficamos na torcida para que chegue logo e você possa aproveitar cada página. Se precisar de qualquer ajuda com o seu pedido, é só nos enviar uma DM. ^AM",252,@164799 Coisa boa! E esta ansiosa para recebê-lo? ❤ ^DA,0.7662,auto,[GENERAL_COMPLAINT] rules passed
GS_0099,"@115821 you guaranteed my prime delivery would arrive next day, I ordered it Monday afternoon, you guaranteed it would arrive today, it didn't, how much compensation are you going to give me?",ORDER_STATUS,ORDER_STATUS,0.95,I am very sorry to hear your delivery did not arrive as expected; I understand how frustrating that is. Please send us a DM with your order number so we can look into the status of your package and discuss your options with you. ^AM,232,"@136320 I'm sorry your order has not arrived! We never intend for this to happen. Just to clarify, have you received an e-mail regarding this delivery? ^AL",0.8442,auto,[ORDER_STATUS] rules passed
GS_0100,"@672061 @115850 Seems Amazon again has delivery issue on Echo Dot. Extremely poor service. Google home is a better bet. Made approx 10 plus calls, multiple tweets and twice order cancelled by Amazon.",ORDER_STATUS,GENERAL_COMPLAINT,0.9,I am truly sorry for the frustration caused by these repeated delivery issues and cancellations. This is certainly not the experience we want for you. Please send us a DM with your order details so we can investigate this immediately and get it sorted out. ^AM,260,@170755 Sorry for the trouble. Please share your details and we'll get this sorted at the earliest. ^HN,0.7881,escalate,[rule:repeat_contact] Prior support contact failed or is explicitly referenced — hand off to human.
GS_0101,@AmazonHelp Ça va changer quoi ? Ça ne sert jamais à rien... À quoi me sert d'être prime dans ces conditions ??,GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.95,"Bonjour, je suis sincèrement désolé de lire votre déception concernant votre expérience Prime. Nous souhaitons vivement examiner ce qui se passe avec votre compte. Pourriez-vous nous envoyer un DM afin que nous puissions faire le point ensemble sur la situation ? ^SB",267,"@625667 Bonjour, je suis désolée d'apprendre cela. Pourriez-vous nous expliquer davantage la situation ? ^FA",0.7925,auto,[GENERAL_COMPLAINT] rules passed
GS_0102,"What's the point of @115821 prime, if it never actually gets here in 2 days 🤦🏽‍♀️ #IfItsNotOneThingItsAnother",ORDER_STATUS,PRIME_SUBSCRIPTION,0.9,I am very sorry for the frustration caused by these delivery delays; this is certainly not the experience we want for you. Please send us a DM with your order number so we can look into what happened and assist you further. ^AM,227,@130119 I'm sorry you haven't received your order yet. Has the tracking been updated for your order: https://t.co/Y5jpI9gRhE? ^EB,0.8174,auto,[PRIME_SUBSCRIPTION] rules passed
GS_0103,"@AmazonHelp I have, and I was usually just offered an extra month of prime for free. I was also told conflicting information about the 2 day shipping policy a few times.",GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.85,I am very sorry for the frustration caused by the conflicting information you've received regarding our shipping policies. We would like to look into this further and review your account history to assist you properly. Please send us a DM so we can help. ^AF,258,"@195909 Hi, Although we will always try to stick to the 2 day delivery time frame, delivery estimates are subject to change depending on the availability and location of the item you are buying. If your package does not arrive by the stated time please let us know. ^KK",0.764,auto,[GENERAL_COMPLAINT] rules passed
GS_0104,@AmazonHelp Hola de nuevo. No me habéis respondido la primera vez que os escribí. Me ha llegado una notificación de que habéis entregado el paquete pero no ha sido a mí. ¿Podéis decirme a quién se lo habéis entregado? Gracias.,DELIVERY_DAMAGE,DELIVERY_DAMAGE,0.95,"Lamento mucho la confusión con la entrega de tu paquete y que no hayas recibido respuesta anteriormente. Entiendo perfectamente tu frustración. Para poder revisar qué ha ocurrido con tu pedido, por favor envíanos un DM con tu número de pedido. Estamos aquí para ayudarte. ^AM",275,"@221891 I'd like a member of our Amazon Logistics team to look into this with you further. When you have a moment, please add additional information here: https://t.co/e8xn90CtVv Thank you! ^ML",0.749,auto,[DELIVERY_DAMAGE] rules passed
GS_0105,"@115821 
I pay for Prime and get deliveries like this? Can I borrow some of your bubble wrap for my doorstep? https://t.co/nslCHDLzy9",DELIVERY_DAMAGE,DELIVERY_DAMAGE,0.95,I am very sorry to see your package arrived in that condition; I understand how frustrating it is to receive a damaged delivery. We would like to look into this for you right away. Please send us a DM so we can assist you further with this order. ^AM,250,@115839 I'm sorry your book arrived this way! You can find replacement/refund options here: https://t.co/zRrkpVcaDF ^VS,0.7932,auto,[DELIVERY_DAMAGE] rules passed
GS_0106,@115830 Since signing up for PRIME 4 out of 4 deliveries have been late... I even had to go find the delivery driver for one of them... #whatsgoingon #onedaydelivery?,ORDER_STATUS,ORDER_STATUS,0.95,I am very sorry to hear about these repeated delivery issues; I understand how frustrating it is when your Prime benefits aren't meeting expectations. Please send us a DM with your order numbers so we can look into what happened with these shipments for you. ^AM,262,"@241993 I'm sorry to hear that Sammy, we are in a busy period so some orders might have extended delivery window. Have the orders been delivered after the estimated delivery dates that were given to you in your confirmation emails?^MA",0.8483,auto,[ORDER_STATUS] rules passed
GS_0107,@115850 your service is very bakwas Because maine ek order kiya tha jo book ho gya .Aur kuch samaya baad order apne aap cancel ho gya why,ORDER_STATUS,ORDER_STATUS,0.95,"We are sorry to hear your order was cancelled unexpectedly. We understand how frustrating this is. Please check your email for any notifications regarding the cancellation. To look into this further, please send us a DM with your order details. ^AM",248,@738458 Sorry about the unpleasant experience. May I know if you have reported this to our support team here :https://t.co/2t6DQoUmNZ ? ^PR,0.83,auto,[ORDER_STATUS] rules passed
GS_0108,@AmazonHelp I received an item that was apparently a gift from Amazon. How did this happen? Do I get charged?,ACCOUNT_ACCESS,GENERAL_COMPLAINT,0.85,"I understand how concerning it is to receive an unexpected package. Please rest assured that you are not charged for gifts sent to you. To help us look into this and provide more clarity, please send us a DM with your account details so we can investigate further. ^AM",268,@380009 Have you spoken to us directly via: https://t.co/JzP7hlA23B to see what options we have available? ^NV,0.7657,auto,[GENERAL_COMPLAINT] rules passed
GS_0109,"@AmazonHelp @AmazonHelp horrible PRIME experience, feeling cheated 2/2",PRIME_SUBSCRIPTION,GENERAL_COMPLAINT,0.9,I am very sorry to hear that your experience has been so frustrating; this is certainly not the level of service we aim to provide. Please send us a DM so we can look into what happened and assist you further. ^AM,213,"@171151 I understand this has not been a pleasant experience, Ayush. We will get back to you soon with an update. ^KS",0.7554,auto,[GENERAL_COMPLAINT] rules passed
GS_0110,"@AmazonHelp I’ve been randomly charged $4.99 for 7 months this year (jan,feb,mar,apr,may,oct,nov) why??? no history on my acct either",PRIME_SUBSCRIPTION,PRIME_SUBSCRIPTION,0.95,I am very sorry to hear about these unexpected charges; I understand how frustrating that is. We would like to look into this for you to see what is happening. Please send us a DM so we can securely review your account details and assist you further. ^AK,254,"@415997 Hmm... that's odd. What's does your statement show the charge ""description"" as? ^MJ",0.7549,escalate,[rule:fraud] Fraud/unauthorized-charge/security claim — needs human investigation.
GS_0111,"@115850 I'm a prime user bt still being charged 4 transportation of d product (order ""406-9983915-0345141"")..Please refund the same...",PRIME_SUBSCRIPTION,RETURN_REFUND,0.95,I am very sorry to hear about the unexpected shipping charges on your Prime order. I would like to look into this for you right away. Please send us a DM with your order number so we can investigate this further and assist you. ^AM,231,@197812 Apologies for the delay. Did you happen to have a conversation with our support team on this? ^MN,0.7503,escalate,[rule:public_pii] Customer posted an order ID or phone number publicly — human should handle and advise removal.
GS_0112,@115830 Hi. Have you stopped next day delivery for Prime customers??? I can’t remember the last time I got it! Getting annoyed with you!,GENERAL_COMPLAINT,GENERAL_COMPLAINT,0.85,I am very sorry to hear you’ve been experiencing delays with your Prime deliveries; I understand how frustrating that is. We would like to look into this for you. Please send us a DM with your order details so we can investigate what is happening. ^SK,251,"@497998 Very sorry, Hannah. Have we missed the delivery promise provided in your order confirmation e-mail? We'd be happy to help. ^SK",0.7843,auto,[GENERAL_COMPLAINT] rules passed
GS_0113,Such a ridiculous service by #AmazonIndia.Rescheduled my delivery without informing me.Cancelling my order now.,ORDER_STATUS,ORDER_STATUS,0.95,I am very sorry to hear about the frustration caused by your delivery being rescheduled without notice. We would like to look into this for you. Please send us a DM so we can investigate the status of your order and assist you further. ^AM,239,"@152495 We're sorry to know about your experience with our logistics. We've responded to your concern here: https://t.co/vQZV5OtWbw Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^SV",0.7708,auto,[ORDER_STATUS] rules passed
