groundedness,helpfulness,empathy,safety,brevity,total,strengths,weaknesses,message_id,text,true_intent,agent_reply
5,4,5,5,5,24,"The reply is professional, empathetic, and provides a clear, secure channel for further feedback.","The response is slightly generic, though appropriate given the customer's vague complaint.",GS_0065,"@AmazonHelp I reached out, they happily refunded me... The complete disregard for common sense was impressive though. I'd be cool if just accident, they happen. Thanks for quick reply.",GENERAL_COMPLAINT,"We appreciate you sharing your feedback with us. We’re glad to hear the refund was processed quickly, though we sincerely apologize for the frustration caused by the initial experience. If you'd like to share more details, please send us a DM. ^AM"
5,5,5,5,5,25,"The agent provides a warm, empathetic tone while offering a clear and secure path to resolution via direct message.",None identified as the response follows standard support protocols perfectly.,GS_0066,"@AmazonHelp Considering I pay for Prime &amp; didn't get any item, I wasn't really pleased with the customer service I received. I should have been refunded",RETURN_REFUND,I am very sorry to hear about your experience and that your order did not arrive as expected. We want to look into this for you right away. Please send us a DM with your order details so we can investigate the status of your refund and assist you further. ^AB
5,4,5,5,5,24,"The agent provides a warm, empathetic response that effectively de-escalates the customer's frustration while offering a clear path to resolution via DM.",The response is slightly generic and does not explicitly address the customer's specific complaint about the refund policy.,GS_0067,@AmazonHelp dere u have just mentioned u cant return my money. fuck ur policies,RETURN_REFUND,I am truly sorry for the frustration this has caused you. We want to look into this further to see how we can help. Please send us a DM with your order details so we can review your account and investigate this for you. ^AM
5,4,5,5,5,24,"The agent provides a warm, empathetic apology and a clear, secure path to resolution via direct message.",The response is slightly generic and does not specifically address the customer's frustration regarding the courier requirement.,GS_0068,@115850 Really disappointed @115850 #badcustomerservice asking me to courier the wrong items back! #pathetic,RETURN_REFUND,I am very sorry to hear about the frustration this return process has caused you. We would like to look into this and assist you further. Please send us a DM with your order details so we can investigate this right away. ^AM
5,5,5,5,5,25,"The agent is warm, professional, and provides a clear, actionable path for further support via DM.",None identified as the response is perfectly suited for the context of the customer's message.,GS_0069,"@AmazonHelp JIAMM, that makes sense, I'll send a message via the return option! Thank you!",RETURN_REFUND,"You're very welcome! I'm glad to hear that process works for you. If you run into any trouble or need further assistance with your return, please send us a DM and we'll be happy to help. ^AM"
5,5,5,5,5,25,"The agent provides a warm, empathetic acknowledgment of the customer's frustration and offers a clear, secure path to resolution via DM.","None identified, as the response follows standard support protocols and fits well within Twitter character limits.",GS_0070,"@AmazonHelp No I didn’t, but this is a dif issue, wrong item sent, promised exped. ship, not showing in tracking, asked for help, like talking to robot",RETURN_REFUND,I am very sorry to hear about the frustration caused by receiving the wrong item and the lack of clarity regarding your shipment. We want to make this right. Please send us a DM with your order details so we can investigate the status and assist you further. ^AM
5,4,4,2,5,20,"The reply is empathetic, concise, and accurately reflects Amazon's policy regarding non-transferable Pay balances.","The agent requests account details via DM, which poses a potential security risk and violates best practices for handling sensitive information.",GS_0071,"@AmazonHelp well,if you can not transfer my amazon pay balance to my bank account , then kindly credit back my bucks in the amazon pay balance.",RETURN_REFUND,"I understand your frustration regarding your Amazon Pay balance. Once a refund is processed to your balance, it cannot be transferred to a bank account. Please send us a DM with your account details so we can review your specific transaction and assist you further. ^AM"
5,5,5,5,5,25,"The agent provides a warm, empathetic tone while offering a secure and actionable path to resolution via DM.","None; the response is professional, concise, and adheres to security best practices.",GS_0072,"@171152 
I am unable to log in Amazon or prime since a month.. cannot use any passwords or email.
Plz help",ACCOUNT_ACCESS,I am very sorry to hear you have been locked out of your account for so long; I understand how frustrating that is. We need to look into this securely to get you back in. Please send us a DM so we can gather more details and assist you further. ^AM
5,5,5,5,5,25,"The agent provides a clear, secure, and empathetic path to resolution by directing the user to a private channel.",None identified as the response follows standard security protocols for account compromise inquiries.,GS_0073,@AmazonHelp hello i just received this email its look my amzon account hacked i hope can i get my account back https://t.co/ibiaTQlrbK,ACCOUNT_ACCESS,I am very sorry to hear that your account may have been compromised. I understand how concerning this is. Please send us a DM so we can gather more information and connect you with our Account Specialists to help secure your account. ^AM
5,5,5,5,3,23,"The agent provides clear, actionable instructions while maintaining a professional and empathetic tone.",The response is slightly long and could have been more concise by providing a direct link to the help page.,GS_0074,"@115850 hey team 
I want to remove my bank. Account details from my Amazon app account 
Please tell me where do I find that delete option",ACCOUNT_ACCESS,"I understand you'd like to remove your bank details from your account. You can manage your payment methods by going to ""Your Account"" and selecting ""Your Payments."" If you need further assistance with this, please send us a DM so we can look into this for you. ^AS"
5,4,5,5,5,24,The agent provides a highly empathetic response that validates the customer's specific frustration regarding outdated technology.,"The reply lacks a direct link or immediate alternative to the fax requirement, necessitating an extra step via DM.",GS_0075,"What the Hell @115821, close my account and then ask me to fax you proof. Here in Africa FAX has been sent to the history pages @AmazonHelp",ACCOUNT_ACCESS,"I am very sorry for the frustration this process has caused you, especially regarding the outdated verification methods. We want to help you resolve this. Please send us a DM so we can look into your account status and assist you with the next steps. ^AP"
5,4,5,5,5,24,"The agent provides a warm, empathetic acknowledgment of the issue and offers a clear, secure path to resolution via DM.","The reply could be slightly more helpful by suggesting a basic troubleshooting step, such as clearing cache, before moving to DM.",GS_0076,".@116090 Great surprise to see you've made Prime Music available to Canadians.... but it keeps making me log in and then tells me my session has expired... what's the deal? 

Cc: @AmazonHelp https://t.co/sfbFMiGS3g",ACCOUNT_ACCESS,I’m sorry to hear you’re having trouble staying logged into Prime Music; that sounds incredibly frustrating. We’d like to look into this further to see what’s causing these session errors. Please send us a DM so we can assist you directly. ^AM
5,5,5,5,5,25,"The agent provides a professional, empathetic, and secure path to resolution by directing the customer to a private channel.",None identified as the response follows standard support protocols for sensitive account issues.,GS_0077,"@AmazonHelp The problem is my card was charged, but nothing was ordered on my account.",ACCOUNT_ACCESS,"I am very sorry to hear about this unexpected charge on your account. I understand how concerning this is. To help us investigate this further, please send us a DM so we can look into your account details securely. ^AM"
5,5,5,5,5,25,"The agent provides a clear, empathetic, and secure path to resolution by directing the customer to a private channel.","None; the response is professional, concise, and adheres to all support protocols.",GS_0078,"@AmazonHelp I aready said i dont have access. 
Why would I post here if it was so easy",ACCOUNT_ACCESS,"I am truly sorry for the frustration this has caused you. I understand how difficult it is to be locked out of your account. Since we cannot access your account details here, please send us a DM so we can connect you with an Account Specialist who can assist further. ^AM"
5,5,5,5,5,25,"The agent provides a clear, accurate, and actionable solution while maintaining a warm and professional tone.","None; the response is concise, helpful, and adheres to all safety and policy guidelines.",GS_0079,"@AmazonHelp Hi, the Cloud Cams are working great. How do I go about sharing access to my wife's phone as well?",DEVICE_TECH_SUPPORT,"I'm glad to hear your Cloud Cams are working well! To share access, you'll need to log into the same Amazon account on your wife's device using the Cloud Cam app. If you run into any trouble during the setup, please send us a DM so we can assist you further. ^AM"
5,5,5,5,5,25,"The agent provides a highly practical, secure verification method and validates the customer's security concerns with a professional tone.","None identified; the response is concise, safe, and directly addresses the user's intent.",GS_0080,@AmazonHelp is this legit? (can never tell if it’s just some random account emailing u) https://t.co/OC0icspDLl,ACCOUNT_ACCESS,"I understand your concern about the legitimacy of that email; it is always best to be cautious. Please check your Message Center in your account to see if the communication is listed there. If it is not, please send us a DM so we can assist you further. ^AM"
2,3,5,2,5,17,"The agent provides a warm, empathetic tone that validates the customer's frustration.","The agent suggests a DM for account-specific issues, which contradicts standard security protocols that require directing users to official, secure support channels.",GS_0081,@AmazonHelp i need to fax some info fro my account to be unlocked but i can't due to me not having a fax and can't find the req'ed stuff,ACCOUNT_ACCESS,I am very sorry to hear about the trouble you're having accessing your account and the difficulty with the requested documentation. We want to help get this sorted out for you. Please send us a DM so we can look into this and discuss the best way to provide your info. ^AM
5,4,5,5,5,24,"The agent provides a professional, empathetic, and secure way to resolve a sensitive account access issue via DM.","The reply does not offer an immediate self-service troubleshooting step, which could have potentially resolved the issue faster.",GS_0082,@AmazonHelp I can't sign in because my account has been locked... That's what I'm trying to solve,ACCOUNT_ACCESS,I am very sorry to hear that you are locked out of your account; I understand how frustrating that is. Please send us a DM so we can look into this and provide the next steps to help you regain access. ^AM
5,5,5,4,5,24,"The agent provides a clear, empathetic, and actionable path to resolution by directing the customer to a private channel.",Requesting an email address via DM is standard practice but carries a minor inherent risk compared to using an official secure link.,GS_0083,@AmazonHelp yes. Though I uploaded through the website. But I cannot upload the other while my account is in review. Please I need the order soon,ACCOUNT_ACCESS,I am very sorry for the frustration caused by this delay and the difficulty with your account review. We want to look into this for you right away. Please send us a DM with your account email address so we can investigate the status of your review and order. ^AK
5,5,5,5,3,23,"The reply effectively balances genuine empathy for the customer's specific situation with a clear, secure call to action.",The response is slightly wordy and could have been more concise to better fit the typical brevity expected on Twitter.,GS_0084,@AmazonHelp The order that you cancelled was a gift that now will not make it. Stop focusing on the account. Start focusing on the customer,GENERAL_COMPLAINT,"I am truly sorry for the frustration this cancellation has caused, especially regarding a gift. We want to make this right and look into what happened with your order. Please send us a DM so we can review your account details and assist you further. ^AM"
5,5,5,5,5,25,"The response is empathetic, provides a clear actionable step, and correctly directs the user to a private channel for sensitive account issues.",None identified as the response follows standard support protocols perfectly.,GS_0085,"Soo upset with 😔🙁🙁
@115850 
My Amazon account is blocked
I can't shop with because of that",ACCOUNT_ACCESS,"I am very sorry to hear that you are unable to access your account; I understand how frustrating that is. Please check your email inbox for any messages from us regarding your account status. If you need further assistance, please send us a DM so we can look into this. ^AM"
5,5,5,5,5,25,"The reply is empathetic, professional, and provides a secure, actionable path for the customer to resolve their account access issue.",None identified; the response follows standard support protocols for sensitive account issues.,GS_0086,@AmazonHelp Password is in correct,ACCOUNT_ACCESS,I am sorry to hear you are having trouble accessing your account; I know how frustrating that can be. Please send us a DM so we can look into this further and help you regain access to your account. ^AM
5,3,4,5,5,22,"The response is professional, concise, and appropriately acknowledges the customer's feedback.","The reply does not explain why the requested feature is currently unavailable, which would have been more helpful.",GS_0087,@AmazonHelp one more thing please provide 'Amazon pay balance' transfer  to Bank account so we could add more balance without any hesitation. Thanks 😇,GENERAL_COMPLAINT,"I understand your interest in having more flexibility with your Amazon Pay balance. We are always looking to improve our services, and I have shared your feedback with our internal team for review. Thank you for reaching out to us with your suggestion. ^SY"
5,4,5,5,5,24,"The agent provides a professional, empathetic response that prioritizes security by moving the conversation to a private channel.","The response lacks a specific immediate troubleshooting step, unlike the reference reply which offers a direct workaround.",GS_0088,BITCH LET ME SIGN IN!!!!!! @AmazonHelp,ACCOUNT_ACCESS,I am very sorry to hear you are having trouble accessing your account; I understand how frustrating that is. Please send us a DM so we can look into this and help you get back in. ^AM
5,4,5,4,5,23,"The agent provides a clear explanation of their limitations and offers a specific, actionable path for escalation.",Requesting an email address via DM is a standard procedure but carries a minor security risk compared to directing the user to official support channels.,GS_0089,@AmazonHelp seller central account remains suspended. No one can answer why? Can you help?,ACCOUNT_ACCESS,"I am very sorry for the frustration caused by your account suspension. As we are part of the retail team, we don't have direct access to Seller Central account details. Please send us a DM with your email address so we can escalate this to the appropriate team. ^AM"
5,5,5,5,5,25,"The reply is empathetic, provides a clear actionable step, and directs the user to a secure channel for sensitive account issues.",None identified.,GS_0090,"So my @115830 account has bn hacked, but no reassurances from them about my bank dets, etc. Can't get past Cust Servs to talk to anyone about security. Shocking #feelingvulnerable",ACCOUNT_ACCESS,I am very sorry to hear about the unauthorized access to your account and understand how concerning this is. Please send us a DM so we can gather more details and connect you with our account security team to investigate this immediately. ^AB
5,5,5,5,5,25,"The agent provides a clear, empathetic, and secure path to resolution by directing the customer to a private channel.","None identified as the response is professional, concise, and follows standard support protocols.",GS_0091,@AmazonHelp I have never received that request. What do I need to do? I have things I need to order. Will I have to get a new account?,ACCOUNT_ACCESS,I am sorry to hear you are having trouble accessing your account; I understand how frustrating this is when you need to place an order. You do not necessarily need a new account. Please send us a DM so we can look into this and assist you further. ^AM
5,5,5,5,5,25,"The agent provides a warm, empathetic acknowledgment of the issue and offers a clear, secure path to resolution via DM.","None identified as the response is professional, concise, and follows standard support protocols.",GS_0092,"@115821 I can't log in to my affiliate account. I get a error message, since 12 hours ago.",ACCOUNT_ACCESS,I am very sorry to hear you've been locked out of your affiliate account for the last 12 hours; I understand how frustrating that is. Please send us a DM so we can look into this further and assist you with regaining access. ^AS
5,5,5,5,5,25,"The agent provides a warm, empathetic tone while offering a clear and secure path to resolution via direct message.",None identified as the response follows standard support protocols for sensitive account inquiries.,GS_0093,@AmazonHelp I am still waiting for help. How come my balance deducted and it's not there in Amazon Pay Balance Account Statement? It's simple cheat from Amazon India.,ACCOUNT_ACCESS,I am very sorry to hear about the frustration regarding your Amazon Pay balance. I understand how concerning it is to see a deduction without a corresponding update. Please send us a DM with your registered email address so we can investigate this for you immediately. ^KS
5,4,5,3,5,22,"The reply is empathetic, concise, and provides a clear path to resolution via direct message.",Requesting account details via DM is a standard practice but carries a slight risk compared to directing the user to a secure help link.,GS_0094,@AmazonHelp it looks like my Alexa account is in US. How do i get that moved to India? I need to use @4694 with Alexa.,DEVICE_TECH_SUPPORT,I’m sorry to hear you're having trouble updating your Alexa account region. I would be happy to look into this for you. Please send us a DM with your account details so we can assist you with the migration process. ^AM
5,5,4,5,5,24,"The agent provides a direct, accurate answer to the customer's specific policy question while offering a secure channel for further assistance.",The empathy could be slightly warmer by explicitly acknowledging the inconvenience of the policy restriction.,GS_0095,@AmazonHelp @AmazonHelp can I transfer Amazon pay balance to another Amazon pay account ?,GENERAL_COMPLAINT,"I understand you're looking to transfer your Amazon Pay balance. Currently, our policies do not permit the transfer of Amazon Pay balance between accounts. If you have further questions or need assistance with your account, please send us a DM. ^AK"
5,5,5,5,5,25,"The agent provides a clear, accurate explanation of the benefit distinction and offers a secure, actionable path for further assistance.",None identified.,GS_0096,@AmazonHelp So you don’t get any additional free books on audible if you’re a Prime member? Sure I read it somewhere...,PRIME_SUBSCRIPTION,"I understand the confusion regarding Prime benefits. While Prime includes access to a rotating selection of titles through Prime Reading, it does not include a full Audible membership. Please send us a DM so we can clarify your specific account benefits for you. ^AM"
5,4,5,5,5,24,"The agent provides a warm, empathetic tone and a clear, secure path to resolution via direct message.",The reply is slightly generic and does not immediately address the specific frustration regarding the item being out of stock.,GS_0097,"@115830 ...you've cancelled my order, and the item is out of stock. I'm on my third call to you today, and on hold for a ""supervisor""...",ORDER_STATUS,I am truly sorry for the frustration caused by this cancellation and the long wait times you've experienced today. We want to look into this for you immediately. Please send us a DM with your order details so we can investigate this further. ^AM
5,4,5,5,3,22,"The agent uses a warm, conversational tone that builds rapport while providing a clear path for further assistance via DM.",The response is slightly wordy and exceeds the ideal brevity score for a quick Twitter interaction.,GS_0098,@AmazonHelp Claro q meu Kekkai Sensen será o primeiríssimo,GENERAL_COMPLAINT,"Que escolha incrível! Kekkai Sensen é sensacional e temos certeza de que você vai adorar a leitura. Ficamos na torcida para que chegue logo e você possa aproveitar cada página. Se precisar de qualquer ajuda com o seu pedido, é só nos enviar uma DM. ^AM"
5,5,5,5,5,25,"The reply is empathetic, professional, and provides a clear, secure path for resolution via direct message.",None identified as the response follows standard customer service protocols for social media.,GS_0099,"@115821 you guaranteed my prime delivery would arrive next day, I ordered it Monday afternoon, you guaranteed it would arrive today, it didn't, how much compensation are you going to give me?",ORDER_STATUS,I am very sorry to hear your delivery did not arrive as expected; I understand how frustrating that is. Please send us a DM with your order number so we can look into the status of your package and discuss your options with you. ^AM
5,5,5,5,5,25,"The reply is highly empathetic, professional, and provides a clear, secure path to resolution via direct message.",None identified as the response adheres to standard support protocols and character limits.,GS_0100,"@672061 @115850 Seems Amazon again has delivery issue on Echo Dot. Extremely poor service. Google home is a better bet. Made approx 10 plus calls, multiple tweets and twice order cancelled by Amazon.",ORDER_STATUS,I am truly sorry for the frustration caused by these repeated delivery issues and cancellations. This is certainly not the experience we want for you. Please send us a DM with your order details so we can investigate this immediately and get it sorted out. ^AM
5,5,5,5,5,25,"The agent provides a warm, empathetic response and offers a clear, secure path to resolution via direct message.","None identified; the response is professional, concise, and follows standard support protocols.",GS_0101,@AmazonHelp Ça va changer quoi ? Ça ne sert jamais à rien... À quoi me sert d'être prime dans ces conditions ??,GENERAL_COMPLAINT,"Bonjour, je suis sincèrement désolé de lire votre déception concernant votre expérience Prime. Nous souhaitons vivement examiner ce qui se passe avec votre compte. Pourriez-vous nous envoyer un DM afin que nous puissions faire le point ensemble sur la situation ? ^SB"
5,5,5,5,5,25,"The reply is professional, empathetic, and provides a clear, secure path to resolution via direct message.",None identified as the response follows standard customer support protocols for social media.,GS_0102,"What's the point of @115821 prime, if it never actually gets here in 2 days 🤦🏽‍♀️ #IfItsNotOneThingItsAnother",ORDER_STATUS,I am very sorry for the frustration caused by these delivery delays; this is certainly not the experience we want for you. Please send us a DM with your order number so we can look into what happened and assist you further. ^AM
5,4,5,5,5,24,"The agent provides a professional, empathetic response that correctly directs the customer to a private channel for account-specific resolution.",The reply is slightly generic and does not immediately address the specific confusion regarding the 2-day shipping policy mentioned by the customer.,GS_0103,"@AmazonHelp I have, and I was usually just offered an extra month of prime for free. I was also told conflicting information about the 2 day shipping policy a few times.",GENERAL_COMPLAINT,I am very sorry for the frustration caused by the conflicting information you've received regarding our shipping policies. We would like to look into this further and review your account history to assist you properly. Please send us a DM so we can help. ^AF
5,5,5,5,5,25,"The agent provides a warm, empathetic acknowledgment of the customer's frustration and offers a clear, secure path to resolution via DM.","None identified; the response is professional, concise, and follows standard support protocols.",GS_0104,@AmazonHelp Hola de nuevo. No me habéis respondido la primera vez que os escribí. Me ha llegado una notificación de que habéis entregado el paquete pero no ha sido a mí. ¿Podéis decirme a quién se lo habéis entregado? Gracias.,DELIVERY_DAMAGE,"Lamento mucho la confusión con la entrega de tu paquete y que no hayas recibido respuesta anteriormente. Entiendo perfectamente tu frustración. Para poder revisar qué ha ocurrido con tu pedido, por favor envíanos un DM con tu número de pedido. Estamos aquí para ayudarte. ^AM"
5,5,5,5,5,25,"The reply is empathetic, professional, and provides a clear, secure path for resolution via DM.",None identified; the response adheres to standard customer service protocols for social media.,GS_0105,"@115821 
I pay for Prime and get deliveries like this? Can I borrow some of your bubble wrap for my doorstep? https://t.co/nslCHDLzy9",DELIVERY_DAMAGE,I am very sorry to see your package arrived in that condition; I understand how frustrating it is to receive a damaged delivery. We would like to look into this for you right away. Please send us a DM so we can assist you further with this order. ^AM
5,5,5,5,5,25,"The agent provides a professional, empathetic, and actionable response that correctly directs the customer to a private channel for resolution.","None identified; the response is concise, safe, and follows standard customer support protocols.",GS_0106,@115830 Since signing up for PRIME 4 out of 4 deliveries have been late... I even had to go find the delivery driver for one of them... #whatsgoingon #onedaydelivery?,ORDER_STATUS,I am very sorry to hear about these repeated delivery issues; I understand how frustrating it is when your Prime benefits aren't meeting expectations. Please send us a DM with your order numbers so we can look into what happened with these shipments for you. ^AM
5,5,5,5,5,25,"The reply is empathetic, provides clear actionable steps, and correctly directs the customer to a private channel for sensitive information.",None identified.,GS_0107,@115850 your service is very bakwas Because maine ek order kiya tha jo book ho gya .Aur kuch samaya baad order apne aap cancel ho gya why,ORDER_STATUS,"We are sorry to hear your order was cancelled unexpectedly. We understand how frustrating this is. Please check your email for any notifications regarding the cancellation. To look into this further, please send us a DM with your order details. ^AM"
5,4,5,2,3,19,"The agent provides immediate reassurance regarding the billing concern and uses a warm, empathetic tone.","The agent requests account details via DM, which is a security risk and violates standard safety protocols for public social media interactions.",GS_0108,@AmazonHelp I received an item that was apparently a gift from Amazon. How did this happen? Do I get charged?,ACCOUNT_ACCESS,"I understand how concerning it is to receive an unexpected package. Please rest assured that you are not charged for gifts sent to you. To help us look into this and provide more clarity, please send us a DM with your account details so we can investigate further. ^AM"
5,5,5,5,5,25,"The agent provides a warm, empathetic apology and a clear, secure call-to-action by directing the customer to DMs.","None identified; the response is professional, concise, and follows standard support protocols.",GS_0109,"@AmazonHelp @AmazonHelp horrible PRIME experience, feeling cheated 2/2",PRIME_SUBSCRIPTION,I am very sorry to hear that your experience has been so frustrating; this is certainly not the level of service we aim to provide. Please send us a DM so we can look into what happened and assist you further. ^AM
5,5,5,5,5,25,"The agent provides a professional, empathetic, and secure path to resolution by directing the customer to a private channel.",None; the response follows standard support protocols perfectly.,GS_0110,"@AmazonHelp I’ve been randomly charged $4.99 for 7 months this year (jan,feb,mar,apr,may,oct,nov) why??? no history on my acct either",PRIME_SUBSCRIPTION,I am very sorry to hear about these unexpected charges; I understand how frustrating that is. We would like to look into this for you to see what is happening. Please send us a DM so we can securely review your account details and assist you further. ^AK
5,5,5,5,5,25,"The agent provides a warm, empathetic acknowledgment and a clear, secure path to resolution by directing the customer to DMs.",None identified as the response follows standard professional support protocols for social media.,GS_0111,"@115850 I'm a prime user bt still being charged 4 transportation of d product (order ""406-9983915-0345141"")..Please refund the same...",PRIME_SUBSCRIPTION,I am very sorry to hear about the unexpected shipping charges on your Prime order. I would like to look into this for you right away. Please send us a DM with your order number so we can investigate this further and assist you. ^AM
5,4,5,5,5,24,"The reply is empathetic, professional, and provides a clear, secure path for resolution via DM.",It could be slightly more helpful by asking for specific order details or confirmation of the delivery promise upfront to expedite the investigation.,GS_0112,@115830 Hi. Have you stopped next day delivery for Prime customers??? I can’t remember the last time I got it! Getting annoyed with you!,GENERAL_COMPLAINT,I am very sorry to hear you’ve been experiencing delays with your Prime deliveries; I understand how frustrating that is. We would like to look into this for you. Please send us a DM with your order details so we can investigate what is happening. ^SK
5,4,5,4,5,23,"The reply is empathetic, concise, and provides a clear, secure path for resolution via direct message.",It could be slightly more helpful by proactively offering a link to the order tracking page or self-service options.,GS_0113,Such a ridiculous service by #AmazonIndia.Rescheduled my delivery without informing me.Cancelling my order now.,ORDER_STATUS,I am very sorry to hear about the frustration caused by your delivery being rescheduled without notice. We would like to look into this for you. Please send us a DM so we can investigate the status of your order and assist you further. ^AM
5,5,5,5,5,25,"The agent provides a professional, empathetic response that offers a clear path to resolution via DM while adhering to privacy standards.","None identified as the response is concise, helpful, and follows standard support protocols.",GS_0114,@115821 Why do some Prime and In Stock items not get delivered in 2 days? Trying now - taking 4 days. P.S. Also check on your Customer Servc,ORDER_STATUS,"I’m sorry to hear about the frustration with your recent delivery times. Prime delivery estimates account for both processing and transit, but we want to look into this for you. Please send us a DM with your order details so we can investigate this further. ^AM"
5,4,5,5,5,24,"The reply is empathetic, concise, and provides a clear, secure path for resolution via direct message.",It could be slightly more helpful by providing a direct link to the help page alongside the invitation to DM.,GS_0115,"@AmazonHelp Wait, what? So you take my £79 a year membership fee in return for free delivery and then start charging. 😱 Poor show Amazon! How do I get my Prime membership fee refunded? I only used Prime for Prime Now.",PRIME_SUBSCRIPTION,I am very sorry to hear about your frustration regarding this charge. We would like to look into your account to review your membership status and discuss refund options with you. Please send us a DM so we can assist you further. ^AM
5,5,5,5,5,25,"The reply is empathetic, professional, and provides a clear, secure path for resolution via direct message.",None identified as the response follows standard customer support protocols for Twitter.,GS_0116,@AmazonHelp my order was supposed to be here with Amazon Prime by 9 p.m. on Nov 11th. Tracking had it on track and claimed it would be delivered on time. At what point do I get concerned that I still do not have my package?,ORDER_STATUS,I am very sorry to hear your package hasn't arrived as expected. I understand how frustrating it is to wait for an order past its delivery date. Please send us a DM with your order number so we can look into the status of your shipment and assist you further. ^AM
5,4,5,5,5,24,"The agent provides a professional, empathetic, and secure response that follows standard support protocols for handling order inquiries.",The response is slightly generic and fails to provide the immediate troubleshooting tip regarding weekend delivery settings found in the reference reply.,GS_0117,@AmazonHelp you say next day delivery now I find it’s Monday !!amazon prime ??,ORDER_STATUS,I’m sorry for the frustration regarding your delivery date. I understand how disappointing it is when an order doesn't arrive as expected. Please send us a DM with your order number so we can look into the status of your package and assist you further. ^AL
5,5,5,5,5,25,"The agent provides a warm, empathetic tone while offering a clear, secure, and actionable path to resolution via DM.",None identified as the response follows standard professional support protocols for social media.,GS_0118,"@AmazonHelp my prime order was supposed to arrive yesterday, still not here.",ORDER_STATUS,I am very sorry to hear your order hasn't arrived as expected. I know how frustrating it is to wait for a delivery. Please send us a DM with your order number so we can look into the status of your package and assist you further. ^AM
5,5,5,5,5,25,"The response is highly empathetic, professional, and provides a clear, secure path to resolution via direct message.",None; the response adheres to all best practices for social media customer support.,GS_0119,I signed up for a free trial of Amazon prime and my bank account has been pure chaos ever since.,PRIME_SUBSCRIPTION,I am very sorry to hear about the frustration this charge has caused with your bank account. We would like to look into this for you right away. Please send us a DM so we can review your account details and assist you further. ^AM
5,5,5,5,5,25,"The agent provides a professional, empathetic, and actionable response that directs the customer to a secure channel for account-specific investigation.",None identified as the response adheres to standard support protocols and character limits.,GS_0120,@AmazonHelp Please elaborate. If the charges are of prime subscription on https://t.co/PDFhxlk2Fc then why was i charged 499 in the first place??,PRIME_SUBSCRIPTION,I am sorry to hear about this unexpected charge; I understand how frustrating that is. We would like to look into this for you to see exactly what this fee is for. Please send us a DM with your account email address so we can investigate this further. ^AM
5,5,5,5,5,25,"The agent provides a warm, empathetic acknowledgment of the issue and offers a clear, secure path to resolution via DM.","None identified; the response is professional, concise, and adheres to standard support protocols.",GS_0121,@119625 fire stick network issues frequent even with good connectivity and net speed. Please fix it,DEVICE_TECH_SUPPORT,I'm sorry to hear you're experiencing frequent connection issues with your Fire Stick. I know how frustrating that is when your network speed is otherwise fine. Please send us a DM so we can look into this and assist you with further troubleshooting steps. ^AM
5,5,5,5,5,25,"The agent provides a warm, empathetic response with a clear, secure, and actionable next step to resolve the issue.","None identified; the response is professional, concise, and follows standard support protocols.",GS_0122,@115830 Hello I ordered 2 Kiki Archer books to be sent to my kindle paid for them but they've not appeared on my list yet.Can u please tell me what the hold up is and when I will receive them and thank u Jose.M.Taylor,ORDER_STATUS,"Hello Jose, I am sorry to hear your books haven't appeared in your library yet. I would like to look into this for you to see what is causing the delay. Please send us a DM with your account email address so we can investigate this further. ^ST"
5,5,5,5,5,25,"The agent provides a clear, empathetic, and secure path to resolution by moving the conversation to a private channel.",None identified as the response follows standard support protocols perfectly.,GS_0123,@115850 Reported to the team. Still no update. Kindly address,ORDER_STATUS,I am very sorry for the delay and the frustration this has caused you. We want to get this resolved as quickly as possible. Please send us a DM with your order details so we can look into the status of your report and assist you further. ^AK
5,5,5,5,5,25,"The agent provides a warm, empathetic acknowledgment and a clear, secure path to resolution via direct message.","None identified; the response is professional, concise, and follows standard support protocols.",GS_0124,Vi leggo che avete appuntamenti a destra e manca e io non riesco ad incrociare nemmeno il corriere di Amazon.,ORDER_STATUS,"Mi dispiace molto per la frustrazione causata da queste mancate consegne. Vorremmo approfondire quanto accaduto per capire come aiutarti a risolvere il problema. Per favore, inviaci un DM con il numero dell'ordine interessato così da poter fare una verifica. ^AS"
5,5,5,5,5,25,"The reply is professional, empathetic, and provides a clear, secure path for resolution via direct message.",None identified; the response adheres perfectly to standard customer support protocols for Twitter.,GS_0125,"@115821 @AmazonHelp according to my calculations, 1 out of 3 packages with Amazon Logistic as carrier, are delayed/late by 2-3 days. That's a high number &amp; as a prime member, I'm not happy. Never had this issue with USPS or UPS as carrier.",GENERAL_COMPLAINT,I am very sorry to hear about your frustration with these delivery delays; this is certainly not the experience we want for our Prime members. Please send us a DM with your order details so we can investigate these specific shipments and assist you further. ^AM
5,5,5,5,3,23,"The agent provides a warm, professional, and highly personalized response that perfectly matches the customer's positive tone.","The response is slightly wordy for a Twitter interaction, though it remains well within the character limit.",GS_0126,@18977 🎉Tellement en joie ! Merci mon Flo! Merci @120533 ! #LaFêteEstFinie #UnJourDavance#Happy #Simple https://t.co/BVD51Xn5Cm,GENERAL_COMPLAINT,C'est un plaisir de lire votre enthousiasme ! Nous sommes ravis que votre commande soit arrivée en avance et qu'elle vous plaise autant. Profitez-en bien et n'hésitez pas à revenir vers nous si vous avez besoin d'aide à l'avenir. Excellente journée à vous ! ^AR
